x
49.243
50.748
50.974
51.433
52.416
51.62
51.854
53.132
53.748
53.552
52.98
53.069
51.986
51.502
51.419
50.298
48.888
47.98
48.223
49.923
48.318
46.635
46.878
47.081
47.656
46.897
46.697
46.665
46.474
46.536
43.416
43.76
41.873
41.08
41.142
40.94
41.599
41.511
41.531
40.545
42.154
42.634
43.615
42.67
42.908
44.161
43.069
43.979
42.985
43.325
43.23
42.698
41.801
42.093
43.131
42.213
41.569
42.347
41.355
40.756
40.118
38.141
37.176
38.868
39.411
37.649
38.071
38.282
38.231
38.391
39.022
37.962
37.242
37.928
38.411
39.399
39.243
40.243
38.583
38.723
39.971
38.674
38.825
39.47
39.106
40.692
40.378
39.162
40.02
38.158
37.67
37.867
36.624
36.094
35.312
35.623
36.804
37.558
36.205
35.565
34.406
35.942
36.122
35.84
36.825
36.144
34.943
35.343
35.853
33.683
33.488
33.67
34.118
33.523
34.162
33.949
34.134
32.748
32.695
31.534
29.9
30.38
29.303
28.664
29.827
28.879
29.26
29.274
27.151
27.573
26.876
27.119
28.242
28.542
29.876
30.296
29.965
31.537
31.998
30.6
29.224
29.947
30.233
30.199
30.488
31.059
31.158
30.425
29.125
29.696
29.007
28.01
29.833
31.087
31.965
33.194
34.325
34.788
34.382
34.687
33.369
35.156
34.363
33.502
32.81
31.861
31.619
32.939
33.922
34.206
35.28
35.626
36.266
36.72
35.032
35.476
34.312
33.717
33.677
36.162
34.767
35.233
36.024
37.494
34.965
35.094
35.13
36.272
34.632
34.127
34.296
32.029
32.902
30.784
29.656
29.966
29.915
29.218
28.989
29.287
29.63
29.611
29.055
28.901
29.375
31.741
31.533
30.943
31.145
30.952
30.132
29.885
28.901
28.774
28.263
29.867
29.358
29.171
29.558
29.666
30.491
29.756
28.888
27.065
26.764
28.871
30.903
32.503
32.642
31.578
31.747
31.719
30.899
31.855
32.863
34.614
35.813
36.22
36.165
36.122
39.019
37.466
36.914
38.407
37.851
38.222
38.319
38.289
37.549
37.332
38.424
38.006
38.611
38.708
38.412
40.984
39.538
40.161
39.873
39.999
40.995
42.157
41.328
40.515
39.978
41.268
39.823
39.273
39.53
40.293
40.764
42.827
41.162
41.201
40.422
40.225
40.165
41.51
40.978
41.579
44.064
46
46.218
46.713
44.886
44.726
43.238
43.535
43.304
42.916
42.179
42.925
40.724
38.999
40.65
39.706
38.856
39.523
41.099
41.075
40.091
40.317
40.223
40.249
42.733
42.376
42.851
43.194
43.418
43.352
44.536
46.042
46.483
45.3
44.437
45.635
46.291
45.236
45.292
46.207
44.37
43.225
43.484
43.292
42.581
42.056
41.432
40.33
39.601
40.396
41.01
40.868
43.781
44.696
45.079
45.143
45.738
46.328
45.016
45.4
45.473
45.726
45.143
44.706
44.273
44.407
45.256
45.622
45.192
44.537
44.792
44.752
45.07
43.935
44.482
44.728
43.9
44.579
43.99
44.51
44.588
44.115
44.306
44.735
44.515
45.914
46.501
44.79
45.463
44.429
43.214
43.298
42.537
42.58
42.69
42.464
42.106
42.538
42.133
43.999
44.806
46.173
47.002
47.531
46.217
45.319
46.037
45.408
43.936
46.662
47.895
48.392
48.511
48.284
49.315
48.286
47.559
48.784
48.835
50.188
49.707
48.152
48.011
48.688
49.96
48.339
47.669
48.508
49.318
48.363
49.684
49.532
47.832
48.161
48.429
48.817
47.831
46.505
46.725
46.698
46.366
45.311
43.988
43.8
43.222
44.048
43.752
44.261
44.7
45.008
45.835
46.89
46.447
47.901
48.825
48.962
50.252
50.712
49.107
49.026
48.319
49.827
50.77
50.732
49.954
50.405
49.929
47.592
48.254
47.956
47.171
46.212
46.738
46.848
45.042
44.295
44.643
45.205
46.85
47.938
48.689
48.107
47.751
48.14
47.02
46.35
47.374
46.517
47.315
48.601
48.492
48.913
48.689
48.864
48.216
48.772
49.659
48.288
48.566
50.342
49.251
49.572
48.808
49.545
48.81
47.595
46.301
46.051
45.963
45.85
45.654
44.413
44.427
43.802
43.71
42.688
42.441
43.924
43.169
42.457
42.868
43.001
44.079
46.336
46.107
47.227
47.278
46.318
46.408
45.799
46.717
45.475
46.67
46.537
48.882
48.394
47.455
47.5
48.25
47.06
48.792
49.337
49.917
50.348
49.913
49.833
49.506
48.81
47.679
46.04
46.637
46.416
44.445
44.888
45.359
44.994
47.251
47.227
46.71
47.495
47.211
46.834
47.705
46.118
46.202
45.512
45.79
45.987
45.087
44.983
44.813
43.162
42.488
42.669
43.023
42.385
41.723
39.595
37.557
37.868
37.23
38.95
37.831
37.359
38.697
40.013
41.248
41.794
40.953
40.317
39.349
40.863
40.562
41.198
43.862
44.243
45.382
46.681
46.386
47.356
47.467
49.118
48.618
47.176
48.824
46.945
46.1
46.065
46.424
45.806
45.046
45.62
44.627
44.798
46.779
46.67
47.155
47.461
48.018
49.596
48.04
48.575
47.853
48.11
48.98
50.018
51.161
51.206
53.731
54.644
53.948
52.092
51.242
50.994
50.628
49.768
50.31
49.654
49.8
50.146
49.827
50.767
50.279
51.179
51.169
50.994
49.541
49.997
49.356
49.387
47.742
46.347
46.357
45.68
46.245
46.368
46.37
46.927
46.413
45.512
45.288
44.625
43.226
43.386
42.81
43.158
41.595
40.828
44.302
45.091
46.152
45.121
45.147
46.354
46.5
46.635
46.52
46.91
47.528
46.119
46.548
45.644
44.418
45.582
46.096
46.231
44.925
45.822
45.291
44.6
43.886
43.496
42.297
40.283
40.423
38.657
38.465
40.514
41.119
42.036
41.796
43.51
41.725
42.349
42.815
41.826
42.028
40.438
38.847
38.742
38.275
39.88
40.323
41.863
42.222
42.641
43.193
41.761
42.76
43.489
43.213
44.389
45.102
43.872
45.561
44.633
42.913
43.054
43.746
43.517
42.654
43.41
45.197
46.846
48.681
48.304
47.69
47.719
47.912
47.327
47.666
47.903
48.775
47.522
47.587
47.241
48.362
50.44
51.245
51.835
52.061
53.218
51.798
50.61
51.909
52.845
52.366
52.014
52.156
54.326
54.235
53.139
55.049
54.71
53.977
54.751
55.172
53.75
52.221
53.247
53.518
54.142
53.227
51.432
52.132
51.479
50.249
50.925
50.923
52.501
53.512
55.259
54.431
55.97
56.068
55.406
55.027
54.783
56.595
55.033
55.647
55.483
54.315
54.053
54.033
53.055
52.677
52.494
50.161
51.251
50.876
48.959
47.923
47.698
48.272
49.227
50.444
48.873
48.734
51.846
52.073
52.453
53.402
54.037
55.397
54.812
55.376
54.555
55.826
56.034
54.682
55.267
55.109
54.991
55.557
53.468
53.175
54.356
53.761
55.386
54.87
55.173
55.146
54.921
54.94
55.956
55.348
55.218
54.899
55.948
54.68
56.852
56.137
57.335
56.598
56.7
55.325
55.064
54.37
55.752
54.991
54.15
54.639
54.857
52.501
52.217
54.903
55.407
54.338
53.218
53.033
53.863
53.543
53.562
52.304
49.642
50.571
50.062
50.503
51.096
49.326
48.79
47.297
45.134
46.546
46.285
45.21
43.817
44.974
44.086
46.109
46.914
46.417
46.486
44.598
43.648
45.292
44.895
44.691
44.52
43.339
44.947
45.017
44.953
45.876
45.159
44.908
45.157
46.221
45.982
46.126
46.363
47.302
46.007
47.51
48.268
47.946
47.066
46.206
47.046
48.622
49.883
49.368
49.308
50.955
52.067
53.725
53.7
52.21
53.008
52.369
51.358
52.482
53.032
51.994
51.565
52.164
53.376
54.515
56.49
55.976
55.688
55.826
55.77
55.016
54.3
53.657
53.197
54.028
53.71
55.141
55.324
55.956
56.387
57.219
58.221
59.704
59.309
58.696
56.274
57.405
57.662
58.329
57.16
55.496
56.562
57.126
56.963
55.192
55.165
55.831
55.784
54.791
53.001
53.324
54.119
53.238
52.613
53.114
53.082
53.708
53.613
54.607
55.012
55.216
54.632
55.212
54.267
55.516
54.272
54.128
54.172
54.271
55.034
54.585
56.085
55.762
55.501
56.051
56.759
58.018
57.555
56.808
56.054
55.326
55.173
56.317
57.3
57.798
58.119
58.603
59.257
57.768
55.853
58.349
59.471
59.27
58.27
58.751
57.281
55.554
55.648
54.985
56.473
55.523
54.666
56.028
56.213
56.36
56.753
56.295
56.473
54.548
54.523
54.362
54.086
52.793
53.522
51.966
52.522
51.843
52.549
53.09
52.582
53.353
53.354
54.191
55.848
54.079
53.841
53.853
54.251
55.211
55.049
54.934
54.763
53.858
53.349
51.554
51.346
51.127
51.42
51.798
52.329
54.152
55.327
53.764
53.476
52.65
51.514
49.598
49.71
50.005
46.607
48.149
48.274
47.157
46.797
45.7
45.007
44.761
45.164
43.875
42.762
42.235
42.563
41.851
41.094
42.081
42.497
40.306
40.272
40.422
40.894
42.205
42.764
43.075
43.265
43.284
42.76
42.686
44.766
45.58
45.586
46.632
46.253
45.016
42.613
43.686
42.353
43.956
41.718
42.068
43.207
43.535
43.369
41.781
43.878
44.098
44.12
44.367
44.749
45.535
45.883
46.084
47.559
48.522
51.104
50.741
51.115
51.436
51.302
50.717
52.236
52.761
53.488
52.625
52.229
53.656
53.381
52.494
52.821
53.419
54.553
54.878
54.743
54.36
53.761
54.636
54.32
54.148
52.747
51.462
53.382
54.215
54.337
53.692
54.926
53.519
55.412
54.853
54.893
55.531
55.175
56.359
57.427
57.768
56.68
56.318
57.707
58.531
56.578
55.959
55.459
56.652
55.817
54.515
54.575
54.268
53.655
54.12
52.182
52.447
51.066
52.174
51.918
51.553
49.094
49.28
48.74
48.641
46.911
46.011
47.102
47.502
46.901
45.802
45.934
46.085
46.246
46.784
47.008
46.101
45.731
45.672
46.75
47.005
46.662
44.963
44.977
44.57
43.522
43.711
43.814
43.913
43.907
43.563
43.701
45.405
46.809
47.721
47.594
49.296
48.923
48.891
50.49
51.415
50.732
51.222
51.245
50.801
50.024
50.367
50.932
51.886
51.365
51.443
52.852
50.559
50.513
52.515
52.516
51.801
52.285
49.096
48.539
49.353
48.65
48.968
49.506
49.515
48.504
46.195
43.964
44.995
45.835
45.785
46.372
45.292
45.329
43.134
43.536
42.526
44.144
44.889
47.262
48.056
48.416
48.629
49.974
50.325
50.535
52.093
51.752
52.135
50.467
49.032
46.429
45.497
45.744
46.896
46.739
45.02
44.938
46.166
46.667
46.505
46.997
47.801
48.004
48.688
49.539
48.811
48.151
48.253
48.18
47.109
48.598
48.277
47.939
47.357
48.122
46.728
45.408
45.262
46.586
46.187
46.744
47.751
46.356
46.439
46.655
47.59
46.721
47.354
49.709
50.248
49.804
48.018
48.495
47.788
47.822
46.329
45.219
46.57
46.303
46.711
45.761
47.225
46.6
48.613
48.891
49.303
49.843
50.165
50.571
52.514
51.442
50.602
50.352
50.981
51.194
51.604
51.677
51.637
51.596
52.185
53.475
51.722
53.302
53.257
53.316
52.505
54.391
54.451
54.507
55.193
55.937
55.622
56.587
57.24
56.519
58.639
56.516
58.104
57.429
56.463
57.505
57.132
58.412
58.567
58.221
57.225
58.058
58.531
58.992
59.379
59.21
59.229
60.401
60.772
60.024
60.301
61.664
60.686
61.396
61.109
61.563
61.106
60.857
61.259
61.476
63.309
63.872
65.087
64.843
63.819
64.693
64.822
64.893
63.851
64.453
64.269
64.051
62.351
61.974
60.828
60.607
60.096
59.866
59.573
58.505
58.723
59.472
59.647
59.347
60.358
58.528
60.47
62.65
63.257
61.457
59.681
59.611
60.563
59.348
59.992
60.962
60.421
61.726
62.387
62.788
63.429
62.629
63.174
62.368
62.535
62.056
60.84
60.989
61.875
62.299
62.119
60.568
60.431
59.676
61.069
60.127
59.789
60.09
60.245
60.774
60.429
59.494
59.11
58.783
59.324
57.959
58.247
57.699
58.312
58.03
59.722
58.041
57.236
60.806
60.344
61.014
60.759
60.292
59.862
60.169
59.62
59.345
58.819
57.651
56.779
55.968
55.452
54.981
54.716
53.885
53.958
53.985
54.485
54.087
55.263
55.252
55.577
55.403
55.176
54.025
52.89
53.045
53.214
54.354
54.113
55.241
56.384
56.425
56.431
55.808
55.48
55.936
55.724
54.244
55.988
56.802
56.476
57.461
58.002
57.927
57.701
58.363
57.808
58.793
59.739
60.339
59.855
61.822
61.058
59.343
60.176
59.523
58.602
59.275
58.514
58.042
56.948
58.228
58.422
57.871
58.295
57.801
58.762
58.371
58.013
57.831
57.53
57.742
58.613
58.368
58.824
57.989
57.292
56.152
56.341
57.327
57.501
58.071
56.732
55.59
53.685
54.207
52.267
51.005
52.23
52.107
51.906
51.85
49.682
49.05
50.968
51.676
51.404
52.921
54.465
54.32
54.352
53.099
54.491
53.601
55.307
54.565
53.876
54.243
54.93
55.407
55.219
57.075
58.626
61.234
61.035
62.297
61.178
61.87
61.726
59.89
61.397
60.663
60.233
59.217
60.393
60.687
59.31
59.642
59.503
59.182
59.695
60.401
59.859
58.841
58.074
59.503
57.535
56.359
57.071
56.107
56.305
56.772
55.926
55.11
54.144
53.77
53.141
53.212
53.535
53.403
51.261
50.6
50.218
49.326
49.741
48.697
48.335
46.508
47.229
47.292
46.266
45.784
46.966
47.071
46.7
45.468
47.195
46.925
44.288
43.673
42.642
43.059
43.601
43.572
42.82
43.037
41.918
40.816
41.505
42.657
42.485
43.357
42.444
41.717
42.635
43.964
46.311
46.132
44.344
45.446
45.883
44.546
42.983
43.082
44.055
43.612
42.905
41.364
41.465
41.45
41.132
40.356
41.38
42.557
43.973
44.012
44.335
44.878
45.093
44.83
47.677
47.64
46.377
47.304
47.309
47.608
49.061
47.538
48.898
50.361
51.551
53.148
55.008
54.718
54.921
56.277
55.771
55.404
55.807
54.939
54.943
54.488
53.562
53.732
53.728
53.606
52.833
53.876
54.425
55.419
56.578
55.996
56.392
57.477
57.622
57.181
58.066
58.668
58.279
58.909
60.089
61.443
61.844
62.279
62.496
61.852
61.974
63.304
61.728
60.753
61.514
61.463
60.615
61.009
62.185
61.961
62.575
63.887
63.139
62.377
61.159
61.072
60.169
60.168
59.803
60.396
61.266
61.676
62.836
60.305
61.148
60.921
61.043
60.915
60.858
60.622
60.771
59.832
58.715
59.476
57.752
58.761
58.599
59.048
58.319
58.805
57.222
56.941
57.504
57.925
57.424
56.869
57.191
58.385
59.147
60.021
59.076
59.968
59.043
59.775
60.178
61.839
61.374
59.257
59.556
59.069
58.86
57.877
56.275
55.69
54.75
54.927
54.632
54.117
54.092
53.111
54.103
55.808
56.135
57.236
57.905
58.735
58.754
59.038
59.074
58.14
58.403
58.954
57.581
57.407
56.402
57.604
58.673
60.256
58.526
60.864
60.9
61.12
59.245
59.786
59.88
59.628
57.452
57.426
57.466
58.24
56.762
56.453
56.902
58.16
57.509
58.494
57.82
59.219
60.343
59.678
59.539
59.33
58.853
59.423
59.986
61.129
59.209
57.485
56.055
55.452
56.097
56.844
56.556
52.731
53.822
55.1
53.926
53.834
53.799
53.453
52.568
52.705
54.16
53.767
53.043
52.725
50.621
50.958
50.673
50.637
50.213
49.864
50.796
51.201
52.513
52.394
53.32
52.004
51.435
51.904
50.106
49.772
48.526
50.083
50.897
50.346
50.443
50.031
50.015
51.111
50.615
48.998
48.202
48.872
49.372
49.455
50.176
50.335
50.548
50.909
51.529
52.186
51.858
52.247
51.614
50.328
49.565
50.646
51.154
50.916
50.19
49.801
50.569
52.584
51.518
52.071
49.974
49.496
49.922
51.879
52.127
53.084
51.596
52.091
53.231
54.612
54.721
54.122
53.37
53.907
54.02
53.207
55.43
57.274
55.3
54.086
52.93
53.041
51.624
51.212
50.697
52.094
52.174
52.086
50.826
49.82
49.916
49.765
48.918
48.559
49.723
48.943
48.462
48.469
47.532
46.931
48.23
49.816
48.627
47.736
47.761
48.429
47.894
48.159
48.77
48.271
48.059
49.376
49.649
48.734
48.719
47.277
48.599
48.799
50.196
50.755
50.87
50.887
52.268
53.062
52.895
52.73
49.276
51.287
51.051
51.358
53.108
54.409
53.092
53.781
51.88
53.879
53.533
52.94
53.444
52.958
52.415
54.388
53.618
54.333
55.507
54.995
54.084
53.845
52.303
51.609
52.169
51.306
52.131
51.313
51.859
52.362
51.786
49.628
48.62
48.107
48.351
47.839
49.102
49.497
50.793
51.809
51.162
51.084
50.175
49.926
51.1
50.077
49.958
49.466
49.773
50.372
49.853
50.38
50.412
50.762
50.505
50.855
51.192
48.613
48.599
49.935
50.193
50.011
51.032
50.537
51.016
50.859
49.948
49.99
50.279
50.941
50.161
48.84
48.275
50.682
52.828
